"id","model","field_id/name","field_id/ttype"
"","","supplied_wh_id","many2one"
"","","supplier_wh_id","many2one"
"","","warehouse_ids","many2many"
"","","warehouse_selectable","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"calendar.model_mail_wizard_invite","mail.wizard.invite","channel_ids","many2many"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","message","html"
"","","partner_ids","many2many"
"","","res_id","integer"
"","","res_model","char"
"","","send_mail","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_account_invoice_line","account.invoice.line","account_analytic_id","many2one"
"","","account_id","many2one"
"","","analytic_tag_ids","many2many"
"","","company_currency_id","many2one"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","discount","float"
"","","display_name","char"
"","","id","integer"
"","","invoice_id","many2one"
"","","invoice_line_tax_ids","many2many"
"","","is_rounding_line","boolean"
"","","__last_update","datetime"
"","","layout_category_id","many2one"
"","","layout_category_sequence","integer"
"","","name","text"
"","","origin","char"
"","","partner_id","many2one"
"","","price_subtotal","monetary"
"","","price_subtotal_signed","monetary"
"","","price_total","monetary"
"","","price_unit","float"
"","","product_id","many2one"
"","","product_image","binary"
"","","purchase_id","many2one"
"","","purchase_line_id","many2one"
"","","quantity","float"
"","","sale_line_ids","many2many"
"","","sequence","integer"
"","","uom_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_account_invoice_report","account.invoice.report","account_analytic_id","many2one"
"","","account_id","many2one"
"","","account_line_id","many2one"
"","","categ_id","many2one"
"","","commercial_partner_id","many2one"
"","","company_id","many2one"
"","","country_id","many2one"
"","","currency_id","many2one"
"","","currency_rate","float"
"","","date","date"
"","","date_due","date"
"","","display_name","char"
"","","fiscal_position_id","many2one"
"","","id","integer"
"","","journal_id","many2one"
"","","__last_update","datetime"
"","","nbr","integer"
"","","partner_bank_id","many2one"
"","","partner_id","many2one"
"","","payment_term_id","many2one"
"","","price_average","float"
"","","price_total","float"
"","","product_id","many2one"
"","","product_qty","float"
"","","residual","float"
"","","state","selection"
"","","team_id","many2one"
"","","type","selection"
"","","uom_name","char"
"","","user_currency_price_average","float"
"","","user_currency_price_total","float"
"","","user_currency_residual","float"
"","","user_id","many2one"
"account.model_account_invoice_tax","account.invoice.tax","account_analytic_id","many2one"
"","","account_id","many2one"
"","","amount","monetary"
"","","amount_rounding","monetary"
"","","amount_total","monetary"
"","","base","monetary"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","display_name","char"
"","","id","integer"
"","","invoice_id","many2one"
"","","__last_update","datetime"
"","","manual","boolean"
"","","name","char"
"","","sequence","integer"
"","","tax_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_actions_actions","ir.actions.actions","binding_model_id","many2one"
"","","binding_type","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","type","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_act_url","ir.actions.act_url","binding_model_id","many2one"
"","","binding_type","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","target","selection"
"","","type","char"
"","","url","text"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_act_window","ir.actions.act_window","auto_search","boolean"
"","","binding_model_id","many2one"
"","","binding_type","selection"
"","","context","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","domain","char"
"","","filter","boolean"
"","","groups_id","many2many"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","limit","integer"
"","","multi","boolean"
"","","name","char"
"","","res_id","integer"
"","","res_model","char"
"","","search_view","text"
"","","search_view_id","many2one"
"","","src_model","char"
"","","target","selection"
"","","type","char"
"","","usage","char"
"","","view_id","many2one"
"","","view_ids","one2many"
"","","view_mode","char"
"","","views","binary"
"","","view_type","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_act_window_close","ir.actions.act_window_close","binding_model_id","many2one"
"","","binding_type","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","type","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_act_window_view","ir.actions.act_window.view","act_window_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","multi","boolean"
"","","sequence","integer"
"","","view_id","many2one"
"","","view_mode","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_actions_client","ir.actions.client","binding_model_id","many2one"
"","","binding_type","selection"
"","","context","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","params","binary"
"","","params_store","binary"
"","","res_model","char"
"","","tag","char"
"","","target","selection"
"","","type","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_report","ir.actions.report","attachment","char"
"","","attachment_use","boolean"
"","","binding_model_id","many2one"
"","","binding_type","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","groups_id","many2many"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","model","char"
"","","multi","boolean"
"","","name","char"
"","","paperformat_id","many2one"
"","","print_report_name","char"
"","","report_file","char"
"","","report_name","char"
"","","report_type","selection"
"","","type","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_actions_server","ir.actions.server","binding_model_id","many2one"
"","","binding_type","selection"
"","","channel_ids","many2many"
"","","child_ids","many2many"
"","","code","text"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","crud_model_id","many2one"
"","","crud_model_name","char"
"","","display_name","char"
"","","fields_lines","one2many"
"","","help","html"
"","","id","integer"
"","","__last_update","datetime"
"","","link_field_id","many2one"
"","","model_id","many2one"
"","","model_name","char"
"","","name","char"
"","","partner_ids","many2many"
"","","sequence","integer"
"","","state","selection"
"","","template_id","many2one"
"","","type","char"
"","","usage","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_attachment","ir.attachment","access_token","char"
"","","checksum","char"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","datas","binary"
"","","datas_fname","char"
"","","db_datas","binary"
"","","description","text"
"","","display_name","char"
"","","file_size","integer"
"","","id","integer"
"","","index_content","text"
"","","__last_update","datetime"
"","","local_url","char"
"","","mimetype","char"
"","","name","char"
"","","public","boolean"
"","","res_field","char"
"","","res_id","integer"
"","","res_model","char"
"","","res_name","char"
"","","store_fname","char"
"","","type","selection"
"","","url","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_autovacuum","ir.autovacuum","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_config_parameter","ir.config_parameter","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","key","char"
"","","__last_update","datetime"
"","","value","text"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_cron","ir.cron","active","boolean"
"","","binding_model_id","many2one"
"","","binding_type","selection"
"","","child_ids","many2many"
"","","code","text"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","cron_name","char"
"","","crud_model_id","many2one"
"","","crud_model_name","char"
"","","display_name","char"
"","","doall","boolean"
"","","fields_lines","one2many"
"","","help","html"
"","","id","integer"
"","","interval_number","integer"
"","","interval_type","selection"
"","","ir_actions_server_id","many2one"
"","","__last_update","datetime"
"","","link_field_id","many2one"
"","","model_id","many2one"
"","","model_name","char"
"","","name","char"
"","","nextcall","datetime"
"","","numbercall","integer"
"","","priority","integer"
"","","sequence","integer"
"","","state","selection"
"","","type","char"
"","","usage","selection"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_default","ir.default","company_id","many2one"
"","","condition","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","field_id","many2one"
"","","id","integer"
"","","json_value","char"
"","","__last_update","datetime"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_exports","ir.exports","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","export_fields","one2many"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","resource","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_exports_line","ir.exports.line","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","export_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_fields_converter","ir.fields.converter","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_logging","ir.logging","create_date","datetime"
"","","create_uid","integer"
"","","dbname","char"
"","","display_name","char"
"","","func","char"
"","","id","integer"
"","","__last_update","datetime"
"","","level","char"
"","","line","char"
"","","message","text"
"","","name","char"
"","","path","char"
"","","type","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_mail_server","ir.mail_server","active","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","sequence","integer"
"","","smtp_debug","boolean"
"","","smtp_encryption","selection"
"","","smtp_host","char"
"","","smtp_pass","char"
"","","smtp_port","integer"
"","","smtp_user","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_model_access","ir.model.access","active","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","group_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","model_id","many2one"
"","","name","char"
"","","perm_create","boolean"
"","","perm_read","boolean"
"","","perm_unlink","boolean"
"","","perm_write","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_model_constraint","ir.model.constraint","create_date","datetime"
"","","create_uid","many2one"
"","","date_init","datetime"
"","","date_update","datetime"
"","","definition","char"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","model","many2one"
"","","module","many2one"
"","","name","char"
"","","type","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_model_data","ir.model.data","complete_name","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","date_init","datetime"
"","","date_update","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","model","char"
"","","module","char"
"","","name","char"
"","","noupdate","boolean"
"","","reference","char"
"","","res_id","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_model_relation","ir.model.relation","create_date","datetime"
"","","create_uid","many2one"
"","","date_init","datetime"
"","","date_update","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","model","many2one"
"","","module","many2one"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_property","ir.property","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","fields_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","res_id","char"
"","","type","selection"
"","","value_binary","binary"
"","","value_datetime","datetime"
"","","value_float","float"
"","","value_integer","integer"
"","","value_reference","char"
"","","value_text","text"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_qweb","ir.qweb","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field","ir.qweb.field","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_barcode","ir.qweb.field.barcode","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_contact","ir.qweb.field.contact","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_date","ir.qweb.field.date","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_datetime","ir.qweb.field.datetime","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_duration","ir.qweb.field.duration","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_float","ir.qweb.field.float","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_float_time","ir.qweb.field.float_time","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_html","ir.qweb.field.html","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_image","ir.qweb.field.image","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_integer","ir.qweb.field.integer","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_many2one","ir.qweb.field.many2one","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_monetary","ir.qweb.field.monetary","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_qweb","ir.qweb.field.qweb","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_relative","ir.qweb.field.relative","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_selection","ir.qweb.field.selection","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_qweb_field_text","ir.qweb.field.text","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_ir_rule","ir.rule","active","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","domain_force","text"
"","","global","boolean"
"","","groups","many2many"
"","","id","integer"
"","","__last_update","datetime"
"","","model_id","many2one"
"","","name","char"
"","","perm_create","boolean"
"","","perm_read","boolean"
"","","perm_unlink","boolean"
"","","perm_write","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_sequence","ir.sequence","active","boolean"
"","","code","char"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","date_range_ids","one2many"
"","","display_name","char"
"","","id","integer"
"","","implementation","selection"
"","","__last_update","datetime"
"","","name","char"
"","","number_increment","integer"
"","","number_next","integer"
"","","number_next_actual","integer"
"","","padding","integer"
"","","prefix","char"
"","","suffix","char"
"","","use_date_range","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_sequence_date_range","ir.sequence.date_range","create_date","datetime"
"","","create_uid","many2one"
"","","date_from","date"
"","","date_to","date"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","number_next","integer"
"","","number_next_actual","integer"
"","","sequence_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_translation","ir.translation","comments","text"
"","","display_name","char"
"","","id","integer"
"","","lang","selection"
"","","__last_update","datetime"
"","","module","char"
"","","name","char"
"","","res_id","integer"
"","","source","text"
"","","src","text"
"","","state","selection"
"","","type","selection"
"","","value","text"
"base.model_ir_ui_menu","ir.ui.menu","action","reference"
"","","active","boolean"
"","","child_id","one2many"
"","","complete_name","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","groups_id","many2many"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","parent_id","many2one"
"","","parent_left","integer"
"","","parent_right","integer"
"","","sequence","integer"
"","","web_icon","char"
"","","web_icon_data","binary"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_ui_view","ir.ui.view","active","boolean"
"","","arch","text"
"","","arch_base","text"
"","","arch_db","text"
"","","arch_fs","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","field_parent","char"
"","","groups_id","many2many"
"","","id","integer"
"","","inherit_children_ids","one2many"
"","","inherit_id","many2one"
"","","key","char"
"","","__last_update","datetime"
"","","mode","selection"
"","","model","char"
"","","model_data_id","many2one"
"","","model_ids","one2many"
"","","name","char"
"","","priority","integer"
"","","type","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"","","xml_id","char"
"base.model_ir_ui_view_custom","ir.ui.view.custom","arch","text"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","ref_id","many2one"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_account_journal","account.journal","account_control_ids","many2many"
"","","account_setup_bank_data_done","boolean"
"","","active","boolean"
"","","at_least_one_inbound","boolean"
"","","at_least_one_outbound","boolean"
"","","bank_acc_number","char"
"","","bank_account_id","many2one"
"","","bank_id","many2one"
"","","bank_statements_source","selection"
"","","belongs_to_company","boolean"
"","","check_manual_sequencing","boolean"
"","","check_next_number","integer"
"","","check_printing_payment_method_selected","boolean"
"","","check_sequence_id","many2one"
"","","code","char"
"","","color","integer"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","default_credit_account_id","many2one"
"","","default_debit_account_id","many2one"
"","","display_name","char"
"","","group_invoice_lines","boolean"
"","","id","integer"
"","","inbound_payment_method_ids","many2many"
"","","kanban_dashboard","text"
"","","kanban_dashboard_graph","text"
"","","__last_update","datetime"
"","","loss_account_id","many2one"
"","","name","char"
"","","outbound_payment_method_ids","many2many"
"","","profit_account_id","many2one"
"","","refund_sequence","boolean"
"","","refund_sequence_id","many2one"
"","","refund_sequence_number_next","integer"
"","","sequence","integer"
"","","sequence_id","many2one"
"","","sequence_number_next","integer"
"","","show_on_dashboard","boolean"
"","","type","selection"
"","","type_control_ids","many2many"
"","","update_posted","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_account_move_line","account.move.line","account_id","many2one"
"","","amount_currency","monetary"
"","","amount_residual","monetary"
"","","amount_residual_currency","monetary"
"","","analytic_account_id","many2one"
"","","analytic_line_ids","one2many"
"","","analytic_tag_ids","many2many"
"","","balance","monetary"
"","","balance_cash_basis","monetary"
"","","blocked","boolean"
"","","company_currency_id","many2one"
"","","company_id","many2one"
"","","counterpart","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","credit","monetary"
"","","credit_cash_basis","monetary"
"","","currency_id","many2one"
"","","date","date"
"","","date_maturity","date"
"","","debit","monetary"
"","","debit_cash_basis","monetary"
"","","display_name","char"
"","","full_reconcile_id","many2one"
"","","id","integer"
"","","invoice_id","many2one"
"","","is_unaffected_earnings_line","boolean"
"","","journal_id","many2one"
"","","__last_update","datetime"
"","","matched_credit_ids","one2many"
"","","matched_debit_ids","one2many"
"","","move_id","many2one"
"","","name","char"
"","","narration","text"
"","","parent_state","char"
"","","partner_id","many2one"
"","","payment_id","many2one"
"","","product_id","many2one"
"","","product_uom_id","many2one"
"","","quantity","float"
"","","reconciled","boolean"
"","","ref","char"
"","","statement_id","many2one"
"","","statement_line_id","many2one"
"","","tax_base_amount","monetary"
"","","tax_exigible","boolean"
"","","tax_ids","many2many"
"","","tax_line_id","many2one"
"","","user_type_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_base_language_import","base.language.import","code","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","data","binary"
"","","display_name","char"
"","","filename","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","overwrite","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_res_lang","res.lang","active","boolean"
"","","code","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","date_format","char"
"","","decimal_point","char"
"","","direction","selection"
"","","display_name","char"
"","","grouping","char"
"","","id","integer"
"","","iso_code","char"
"","","__last_update","datetime"
"","","name","char"
"","","thousands_sep","char"
"","","time_format","char"
"","","translatable","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"im_livechat.model_mail_channel_partner","mail.channel.partner","channel_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","fold_state","selection"
"","","id","integer"
"","","is_minimized","boolean"
"","","is_pinned","boolean"
"","","__last_update","datetime"
"","","partner_email","char"
"","","partner_id","many2one"
"","","seen_message_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"crm.model_crm_lead2opportunity_partner","crm.lead2opportunity.partner","action","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","selection"
"","","opportunity_ids","many2many"
"","","partner_id","many2one"
"","","team_id","many2one"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"hr_holidays.model_resource_calendar_leaves","resource.calendar.leaves","calendar_id","many2one"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","date_from","datetime"
"","","date_to","datetime"
"","","display_name","char"
"","","holiday_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","resource_id","many2one"
"","","tz","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"hr_holidays.model_hr_holidays_status","hr.holidays.status","active","boolean"
"","","categ_id","many2one"
"","","color_name","selection"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","double_validation","boolean"
"","","id","integer"
"","","__last_update","datetime"
"","","leaves_taken","float"
"","","limit","boolean"
"","","max_leaves","float"
"","","name","char"
"","","remaining_leaves","float"
"","","timesheet_generate","boolean"
"","","timesheet_project_id","many2one"
"","","timesheet_task_id","many2one"
"","","virtual_remaining_leaves","float"
"","","write_date","datetime"
"","","write_uid","many2one"
"link_tracker.model_link_tracker","link.tracker","campaign_id","many2one"
"","","code","char"
"","","count","integer"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","favicon","char"
"","","icon_src","char"
"","","id","integer"
"","","__last_update","datetime"
"","","link_click_ids","one2many"
"","","link_code_ids","one2many"
"","","mass_mailing_campaign_id","many2one"
"","","mass_mailing_id","many2one"
"","","medium_id","many2one"
"","","redirected_url","char"
"","","short_url","char"
"","","short_url_host","char"
"","","source_id","many2one"
"","","title","char"
"","","url","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"link_tracker.model_link_tracker_click","link.tracker.click","click_date","date"
"","","country_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","ip","char"
"","","__last_update","datetime"
"","","link_id","many2one"
"","","mail_stat_id","many2one"
"","","mass_mailing_campaign_id","many2one"
"","","mass_mailing_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"link_tracker.model_link_tracker_code","link.tracker.code","code","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","link_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"im_livechat.model_im_livechat_channel","im_livechat.channel","are_you_inside","boolean"
"","","button_text","char"
"","","channel_ids","one2many"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","default_message","char"
"","","display_name","char"
"","","id","integer"
"","","image","binary"
"","","image_medium","binary"
"","","image_small","binary"
"","","input_placeholder","char"
"","","__last_update","datetime"
"","","name","char"
"","","nbr_channel","integer"
"","","rating_percentage_satisfaction","integer"
"","","rule_ids","one2many"
"","","script_external","text"
"","","user_ids","many2many"
"","","web_page","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"im_livechat.model_im_livechat_report_operator","im_livechat.report.operator","channel_id","many2one"
"","","display_name","char"
"","","duration","float"
"","","id","integer"
"","","__last_update","datetime"
"","","livechat_channel_id","many2one"
"","","nbr_channel","integer"
"","","partner_id","many2one"
"","","start_date","datetime"
"","","time_to_answer","float"
"im_livechat.model_im_livechat_report_channel","im_livechat.report.channel","channel_id","many2one"
"","","channel_name","char"
"","","display_name","char"
"","","duration","float"
"","","id","integer"
"","","__last_update","datetime"
"","","livechat_channel_id","many2one"
"","","nbr_message","integer"
"","","nbr_speaker","integer"
"","","partner_id","many2one"
"","","start_date","datetime"
"","","start_date_hour","char"
"","","technical_name","char"
"","","uuid","char"
"hr.model_mail_alias_mixin","mail.alias.mixin","alias_contact","selection"
"","","alias_defaults","text"
"","","alias_domain","char"
"","","alias_force_thread_id","integer"
"","","alias_id","many2one"
"","","alias_model_id","many2one"
"","","alias_name","char"
"","","alias_parent_model_id","many2one"
"","","alias_parent_thread_id","integer"
"","","alias_user_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"mass_mailing.model_mail_mass_mailing_list","mail.mass_mailing.list","active","boolean"
"","","contact_nbr","integer"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"mail.model_mail_tracking_value","mail.tracking.value","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","field","char"
"","","field_desc","char"
"","","field_type","char"
"","","id","integer"
"","","__last_update","datetime"
"","","mail_message_id","many2one"
"","","new_value_char","char"
"","","new_value_datetime","datetime"
"","","new_value_float","float"
"","","new_value_integer","integer"
"","","new_value_monetary","float"
"","","new_value_text","text"
"","","old_value_char","char"
"","","old_value_datetime","datetime"
"","","old_value_float","float"
"","","old_value_integer","integer"
"","","old_value_monetary","float"
"","","old_value_text","text"
"","","write_date","datetime"
"","","write_uid","many2one"
"crm.model_crm_lead2opportunity_partner_mass","crm.lead2opportunity.partner.mass","action","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","deduplicate","boolean"
"","","display_name","char"
"","","force_assignation","boolean"
"","","id","integer"
"","","__last_update","datetime"
"","","name","selection"
"","","opportunity_ids","many2many"
"","","partner_id","many2one"
"","","team_id","many2one"
"","","user_id","many2one"
"","","user_ids","many2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"mass_mailing.model_mail_mass_mailing","mail.mass_mailing","active","boolean"
"","","attachment_ids","many2many"
"","","body_html","html"
"","","bounced","integer"
"","","bounced_ratio","integer"
"","","campaign_id","many2one"
"","","clicks_ratio","integer"
"","","color","integer"
"","","contact_ab_pc","integer"
"","","contact_list_ids","many2many"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","delivered","integer"
"","","display_name","char"
"","","email_from","char"
"","","failed","integer"
"","","id","integer"
"","","keep_archives","boolean"
"","","__last_update","datetime"
"","","mailing_domain","char"
"","","mailing_model_id","many2one"
"","","mailing_model_name","char"
"","","mailing_model_real","char"
"","","mass_mailing_campaign_id","many2one"
"","","medium_id","many2one"
"","","name","char"
"","","next_departure","datetime"
"","","opened","integer"
"","","opened_ratio","integer"
"","","received_ratio","integer"
"","","replied","integer"
"","","replied_ratio","integer"
"","","reply_to","char"
"","","reply_to_mode","selection"
"","","scheduled","integer"
"","","schedule_date","datetime"
"","","sent","integer"
"","","sent_date","datetime"
"","","source_id","many2one"
"","","state","selection"
"","","statistics_ids","one2many"
"","","total","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"mass_mailing.model_mail_mass_mailing_campaign","mail.mass_mailing.campaign","bounced","integer"
"","","bounced_ratio","integer"
"","","campaign_id","many2one"
"","","clicks_ratio","integer"
"","","color","integer"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","delivered","integer"
"","","display_name","char"
"","","failed","integer"
"","","id","integer"
"","","__last_update","datetime"
"","","mass_mailing_ids","one2many"
"","","medium_id","many2one"
"","","name","char"
"","","opened","integer"
"","","opened_ratio","integer"
